[6, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '91178', 'from'], 'E9']
[95205, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95206, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95210, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95211, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95217, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95220, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95224, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3541893', 'from'], 'E9']
[95225, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95229, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3541893', 'from'], 'E9']
[95230, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95233, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3541893', 'from'], 'E9']
[95240, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95242, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95302, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95304, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95306, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95309, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95310, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95313, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95314, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95317, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95318, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95320, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95322, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95324, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95327, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95328, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95329, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95331, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95333, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95335, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95337, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3534578', 'from'], 'E9']
[95345, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95346, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95347, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95348, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95349, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3549900', 'from'], 'E9']
[95350, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95351, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95355, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3549900', 'from'], 'E9']
[95358, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95362, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95363, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95364, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3534578', 'from'], 'E9']
[95367, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95377, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95379, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95385, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95388, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95396, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95401, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3542211', 'from'], 'E9']
[95403, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3549900', 'from'], 'E9']
[95409, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3542211', 'from'], 'E9']
[95411, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3534578', 'from'], 'E9']
[95445, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95449, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95450, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95452, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95454, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95456, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95458, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95461, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95462, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95464, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95466, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95468, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95471, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95474, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95483, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95486, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95491, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95494, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95516, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3542211', 'from'], 'E9']
[95524, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95569, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95571, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95573, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95575, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95577, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95580, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95582, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95584, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95587, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95588, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95590, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95592, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95594, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95597, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95599, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95601, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95605, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95606, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95607, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95609, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95611, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95615, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95619, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3536275', 'from'], 'E9']
[95620, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3536275', 'from'], 'E9']
[95623, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95629, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95635, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95637, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95640, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95649, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3536275', 'from'], 'E9']
[95654, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95687, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95689, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95691, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95693, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95696, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95697, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95699, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95702, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95704, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95707, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95709, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3543824', 'from'], 'E9']
[95712, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3543824', 'from'], 'E9']
[95714, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95721, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95726, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95739, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95743, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95752, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3543824', 'from'], 'E9']
[95795, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95797, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95799, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95801, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95804, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95805, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95807, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95809, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95812, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95813, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95815, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95817, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95820, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95821, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95824, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95827, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95831, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95834, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3541557', 'from'], 'E9']
[95839, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95842, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95843, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95845, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95851, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95854, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3544889', 'from'], 'E9']
[95857, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3541557', 'from'], 'E9']
[95863, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95864, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95867, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3544889', 'from'], 'E9']
[95874, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3541557', 'from'], 'E9']
[95926, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95927, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95929, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95931, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95933, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95935, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95938, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95939, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95941, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95944, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95945, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95947, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95950, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95951, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95953, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95955, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95958, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95959, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95961, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95963, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95966, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95967, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95969, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95973, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95974, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95977, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95978, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95981, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95984, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95994, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[95997, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3544889', 'from'], 'E9']
[96009, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96067, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96069, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96071, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96073, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96075, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96077, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96079, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96081, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96083, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96087, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96088, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96089, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96093, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96094, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96095, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96098, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96099, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96102, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96107, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96110, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96111, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96113, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96115, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96121, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96122, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96125, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96126, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96128, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96130, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96134, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3548262', 'from'], 'E9']
[96144, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3548262', 'from'], 'E9']
[96145, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96148, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96151, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96154, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '3548262', 'from'], 'E9']
[96161, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96162, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96164, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96225, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96227, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96229, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96231, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96233, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[96235, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
